underlying_symbol,quote_datetime,root,expiration,strike,option_type,open,high,low,close,trade_volume,bid_size,bid,ask_size,ask,underlying_bid,underlying_ask,moneyness,implied_vol
^VIX,2021-04-26 14:30:00,VIX,2021-07-21,20.0,C,5.2,5.2,5.18,5.18,63,33555,5.1,32006,5.3,17.79,17.79,-0.11709577187624727,1.753935108723239
^VIX,2021-04-26 15:00:00,VIX,2021-07-21,17.0,C,6.9,6.9,6.9,6.9,3,2596,6.9,422,7.0,17.69,17.69,0.03978616411547799,2.0224883348558644
^VIX,2021-04-26 15:00:00,VIX,2021-07-21,32.5,C,2.04,2.04,2.04,2.04,2,2615,2.0,664,2.05,17.69,17.69,-0.6082405811639977,1.5425986555017472
^VIX,2021-04-26 15:00:00,VIX,2021-07-21,35.0,C,1.75,1.75,1.75,1.75,5,31769,1.7,28792,1.8,17.69,17.69,-0.6823485533177197,1.536437633543963
^VIX,2021-04-26 15:00:00,VIX,2021-07-21,15.0,C,8.59,8.59,8.59,8.59,1,722,8.5,9152,8.7,17.69,17.69,0.16494930706948385,2.390595130788557
^VIX,2021-04-26 15:00:00,VIX,2021-07-21,55.0,C,0.65,0.65,0.65,0.65,3,43357,0.6,755,0.65,17.69,17.69,-1.1343336770607768,1.551050458119565
^VIX,2021-04-26 15:00:00,VIX,2021-07-21,30.0,C,2.4,2.4,2.4,2.4,40,8984,2.35,28156,2.45,17.69,17.69,-0.5281978734904614,1.5540768317247513
^VIX,2021-04-26 15:00:00,VIX,2021-07-21,20.0,C,5.2,5.2,5.2,5.2,24,30629,5.1,41526,5.3,17.69,17.69,-0.12273276538229701,1.7726142178338185
^VIX,2021-04-26 15:00:00,VIX,2021-07-21,14.0,P,0.08,0.08,0.08,0.08,100,10276,0.05,58087,0.1,17.69,17.69,0.2339421785564353,0.33346724279310974
^VIX,2021-04-26 15:00:00,VIX,2021-07-21,22.0,C,4.35,4.35,4.35,4.35,50,450,4.3,18666,4.4,17.69,17.69,-0.21804294518662182,1.6780445648121107
^VIX,2021-04-26 15:00:00,VIX,2021-07-21,25.0,C,3.45,3.45,3.42,3.42,94,100,3.4,38724,3.5,17.69,17.69,-0.3458763166965068,1.6130709497189792
^VIX,2021-04-26 15:00:00,VIX,2021-07-21,18.0,C,6.3,6.3,6.3,6.3,10,10373,6.2,32704,6.4,17.69,17.69,-0.017372249724470698,1.930071956801416
^VIX,2021-04-26 15:00:00,VIX,2021-07-21,40.0,C,1.35,1.35,1.32,1.32,27,11,1.3,18845,1.35,17.69,17.69,-0.8158799459422423,1.5451323519841742
^VIX,2021-04-26 15:30:00,VIX,2021-07-21,25.0,C,3.43,3.43,3.3,3.3,160,22,3.4,23748,3.5,17.72,17.72,-0.3441818796912659,1.6030157740089939
